PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27
7.029081664318888,-4.779258348700699,0.5520204666229988,-0.9733758226418128,0.6560424405255735,1.9024945783523415,-1.160044368724134,0.40524533026618464,1.487043841854051,-1.956241764458549,-0.8729398291335659,-0.6155996948462055,0.32076308780709173,0.1717973775423819,-1.277013373877874,-0.18548960517540167,-0.43301062427498854,0.25661284575042237,1.5160916228224148,1.421375112322118,0.7072257917729845,-1.0059999165540567,0.25833117649571197,0.3815767391971263,-0.007311666270049513,0.1275634108537161,-0.00119374829014872
6.846382522091855,-4.743728242332939,0.21097013253509214,-0.7340476660784618,0.15265833775485196,1.728600712364315,0.10556022272332767,1.4947968814090633,1.7014546669765103,-1.3542689900296077,-0.6798107940739156,-0.13504586785973108,-0.287639367048188,0.7857182242191924,-0.6504868356602803,-0.20651551112123284,-1.2640292404627358,0.6063487283186848,0.5329131260037333,0.3413042474250441,1.7763925914119507,-0.9085787602300572,0.2888959116562967,0.3198009586116438,0.46156351273895885,0.1768078177150859,-0.3788098135927848
6.786874572315959,-3.0987053420780497,2.5781185453764124,-0.4484340855167625,2.334673316876574,2.6011297459183687,-0.10268315264569769,0.26461802908705295,1.1780936717721762,-0.12592969855081662,-2.2015645899655527,-0.6449552090429749,0.2846553662085789,0.9738333441125325,-0.8365174904276845,1.3781176755862097,0.0226226699406657,-0.5407074841283126,-0.3968270550917116,0.8520960315662168,0.018097006940209093,0.28845983988141816,0.5009849382715917,0.23219608549597226,-0.325576863563859,-1.2997051657521168,1.0021496082443824
8.302810579868373,-4.65470672994371,0.9160908793793049,-2.281941826950837,-1.6190391363633738,1.5871417702107011,2.155991006734684,-1.0375441076204859,-2.129311450018242,0.21125623619412887,-0.18092941796070167,0.7195538777240934,-0.9552074394548854,0.11567779110365976,-0.4122488629960063,-0.5072383719146718,0.16738366264547883,-1.0878625993487825,0.38368038298645485,-0.23594553004458682,0.1897360501220355,-0.9681341071476788,0.46284715378751373,-1.0640589740560022,0.359977063904146,-0.23861583810382878,-0.44522117010743667
6.535169222823594,-3.2559732113167503,2.2563811116149357,0.7272310833316427,2.1246249107248443,3.5404774220608437,0.5715845319246435,1.547714563653198,0.47602468831344963,-1.414396434578898,0.559412757333931,0.7539727123754801,-0.6048545527113084,1.4107976511900022,-0.12533375746926975,-0.44563238675606465,-1.1985061965132198,-0.0671825430600722,0.12497941505635297,0.23410395535445636,1.7230894093820988,-0.670964737939065,-0.1525932037128942,0.6746465542276371,0.36907941638710684,-0.6573397805196467,-0.9895814478359825
10.291754148166321,2.173733319180371,7.368893408453454,-3.3079546406217135,-1.5013258212843403,0.3761694280669649,-2.4494627166662064,-3.639474768196199,3.218957555321472,0.5104177714210341,0.4424207670303137,0.7676807433813405,-0.28477767449095465,-2.9625220563250134,0.43546174309569924,-1.4851994682323624,0.8527419410704449,-0.21042564968081556,0.9645071524572232,-0.5875437424767006,-0.026926779684591597,1.647034294539573,0.703092574829488,-0.37248791622405925,-1.1639445294148862,3.8932638410146323,-1.2497250339509365
6.324145689433183,-1.287098402575844,2.635789294608528,0.5347722307669243,1.7382027690884556,2.2983224103190953,0.29754587935209986,-0.5866366768189661,1.6512426119762156,1.2895129520343531,-1.9059741626371667,0.03043369294448832,0.013153240156411745,1.2490667281720078,-0.23013864442556606,1.5333368004658539,0.3457255132241146,-0.8607187714044191,-0.5791207038415531,1.0172181350409872,-0.002459314000398549,-0.8992370925774555,-0.5873444467613466,-0.11813804478211504,-1.0281055575009066,-1.6189106991283264,-0.44244383900067363
5.720716634886562,-3.94163018131712,1.0599619782844498,-1.8334564805113196,0.04796928828686461,2.794929063610228,0.076654784100972,0.7134501786353085,-1.9431767505093747,0.0983507311666645,0.21978567781920308,-0.44774686145749304,-0.3016504835092448,0.03451460023765726,-0.06581435036823742,0.42665740539868935,-1.311832852156806,0.10537473117889586,0.10418944075843077,1.4926347920073293,-0.5430739548718136,-1.0298895535067727,0.31170937313475067,-0.12461594950245923,-0.36399298864429835,-0.28341156182178695,0.16610734914430317
7.26919076028939,-5.356301946119538,0.3725643036439854,-1.1889787673165657,-0.47816265912842437,1.6712493975677674,0.26111215231351087,0.2152754175550315,0.672450142855142,-0.6312241224501749,-1.4171244256477509,-0.1786012171732205,0.06139004707944912,0.4485960421623806,-0.02791880225722752,-0.4324338786529831,-0.9097577639898494,0.03278013892061869,1.6322568837383709,0.8333136800019583,0.15927139408085736,-1.1424266370491423,0.7246873534272005,-0.5599999403438176,0.2910213926794618,-0.4021129105565584,-0.5150177416113185
6.5663783775795785,-3.731964018566292,-0.16212611239272076,-0.36520291527545257,-0.09578711325772894,-0.1926941864998609,1.5064160745295354,0.1877251675879325,-1.2685489723701124,-1.743987466062536,0.7491919988685952,1.0647364150188858,-0.09493644086133238,1.127046642841335,-1.3146365350171378,0.47085673399070127,-0.06427867233014244,0.5204328746203417,-1.442449000272747,0.3003873462320422,1.55131719904474,1.1924521684855394,-2.108031834559858,0.9881226067236608,0.0526147226458564,-0.26935409016388934,0.1724901421305313
